time,battery_pct,event,sleep_s
2025-11-25 22:28:47.501814,99.35920045045063,0,30
2025-11-25 22:28:57.501814,99.35572822822841,0,30
2025-11-25 22:29:07.501814,99.32225600600619,0,300
2025-11-25 22:29:17.501814,99.28878378378397,0,300
2025-11-25 22:29:27.501814,99.25531156156173,0,300
2025-11-25 22:29:37.501814,99.2218393393395,0,300
2025-11-25 22:29:47.501814,99.21607357357374,1,30
2025-11-25 22:29:57.501814,99.21030780780798,1,30
2025-11-25 22:30:07.501814,99.2045420420422,1,30
2025-11-25 22:30:17.501814,99.19877627627645,1,30
2025-11-25 22:30:27.501814,99.19530405405422,0,30
2025-11-25 22:30:37.501814,99.191831831832,0,30
2025-11-25 22:30:47.501814,99.18835960960978,0,30
2025-11-25 22:30:57.501814,99.18488738738756,0,30
2025-11-25 22:31:07.501814,99.18141516516535,0,30
2025-11-25 22:31:17.501814,99.17794294294312,0,30
2025-11-25 22:31:27.501814,99.1744707207209,0,30
2025-11-25 22:31:37.501814,99.17099849849869,0,30
2025-11-25 22:31:47.501814,99.16752627627646,0,30
2025-11-25 22:31:57.501814,99.16405405405425,0,30
2025-11-25 22:32:07.501814,99.12828828828849,1,300
2025-11-25 22:32:17.501814,99.12481606606627,0,30
2025-11-25 22:32:27.501814,99.12134384384404,0,30
2025-11-25 22:32:37.501814,99.11787162162182,0,30
2025-11-25 22:32:47.501814,99.11439939939962,0,30
2025-11-25 22:32:57.501814,99.11092717717739,0,30
2025-11-25 22:33:07.501814,99.10745495495516,0,30
2025-11-25 22:33:17.501814,99.10398273273296,0,30
2025-11-25 22:33:27.501814,99.10051051051073,0,30
2025-11-25 22:33:37.501814,99.0970382882885,0,30
2025-11-25 22:33:47.501814,99.09356606606629,0,30
2025-11-25 22:33:57.501814,99.09009384384407,0,30
2025-11-25 22:34:07.501814,99.08662162162184,0,30
2025-11-25 22:34:17.501814,99.08314939939963,0,30
2025-11-25 22:34:27.501814,99.07967717717742,0,30
2025-11-25 22:34:37.501814,99.07620495495519,0,30
2025-11-25 22:34:47.501814,99.07273273273297,0,30
2025-11-25 22:34:57.501814,99.06926051051076,0,30
2025-11-25 22:35:07.501814,99.033494744745,1,300
2025-11-25 22:35:17.501814,98.99772897897924,1,300
2025-11-25 22:35:27.501814,98.96196321321348,1,300
2025-11-25 22:35:37.501814,98.95849099099125,0,30
2025-11-25 22:35:47.501814,98.95501876876904,0,30
2025-11-25 22:35:57.501814,98.95154654654682,0,30
2025-11-25 22:36:07.501814,98.9480743243246,0,30
2025-11-25 22:36:17.501814,98.94460210210238,0,30
2025-11-25 22:36:27.501814,98.94112987988017,0,30
2025-11-25 22:36:37.501814,98.93765765765794,0,30
2025-11-25 22:36:47.501814,98.93418543543572,0,30
2025-11-25 22:36:57.501814,98.9307132132135,0,30
2025-11-25 22:37:07.501814,98.92724099099128,0,30
2025-11-25 22:37:17.501814,98.92376876876907,0,30
2025-11-25 22:37:27.501814,98.92029654654684,0,30
2025-11-25 22:37:37.501814,98.91682432432462,0,30
2025-11-25 22:37:47.501814,98.91335210210241,0,30
2025-11-25 22:37:57.501814,98.90987987988018,0,30
2025-11-25 22:38:07.501814,98.90640765765795,0,30
2025-11-25 22:38:17.501814,98.90293543543575,0,30
2025-11-25 22:38:27.501814,98.89946321321352,0,30
2025-11-25 22:38:37.501814,98.8959909909913,0,30
2025-11-25 22:38:47.501814,98.8925187687691,0,30
2025-11-25 22:38:57.501814,98.88904654654687,0,30
2025-11-25 22:39:07.501814,98.88557432432464,0,30
2025-11-25 22:39:17.501814,98.88210210210244,0,30
2025-11-25 22:39:27.501814,98.87862987988021,0,30
2025-11-25 22:39:37.501814,98.87515765765798,0,30
2025-11-25 22:39:47.501814,98.87168543543577,0,30
2025-11-25 22:39:57.501814,98.86821321321355,0,30
2025-11-25 22:40:07.501814,98.86474099099132,0,30
2025-11-25 22:40:17.501814,98.86126876876911,0,30
2025-11-25 22:40:27.501814,98.8577965465469,0,30
2025-11-25 22:40:37.501814,98.85432432432466,0,30
2025-11-25 22:40:47.501814,98.85085210210245,0,30
2025-11-25 22:40:57.501814,98.84737987988022,0,30
2025-11-25 22:41:07.501814,98.84390765765801,0,30
2025-11-25 22:41:17.501814,98.8404354354358,0,30
2025-11-25 22:41:27.501814,98.80696321321356,0,300
2025-11-25 22:41:37.501814,98.77349099099135,0,300
2025-11-25 22:41:47.501814,98.7400187687691,0,300
2025-11-25 22:41:57.501814,98.70654654654687,0,300
2025-11-25 22:42:07.501814,98.67307432432466,0,300
2025-11-25 22:42:17.501814,98.63960210210243,0,300
2025-11-25 22:42:27.501814,98.6061298798802,0,300
2025-11-25 22:42:37.501814,98.57265765765798,0,300
2025-11-25 22:42:47.501814,98.53918543543575,0,300
2025-11-25 22:42:57.501814,98.50571321321353,0,300
2025-11-25 22:43:07.501814,98.4722409909913,0,300
2025-11-25 22:43:17.501814,98.43876876876907,0,300
2025-11-25 22:43:27.501814,98.40529654654684,0,300
2025-11-25 22:43:37.501814,98.37182432432462,0,300
2025-11-25 22:43:47.501814,98.33835210210239,0,300
2025-11-25 22:43:57.501814,98.30487987988016,0,300
2025-11-25 22:44:07.501814,98.27140765765793,0,300
2025-11-25 22:44:17.501814,98.2379354354357,0,300
2025-11-25 22:44:27.501814,98.20446321321347,0,300
2025-11-25 22:44:37.501814,98.17099099099124,0,300
2025-11-25 22:44:47.501814,98.13751876876903,0,300
2025-11-25 22:44:57.501814,98.1040465465468,0,300
2025-11-25 22:45:07.501814,98.07057432432457,0,300
2025-11-25 22:45:17.501814,98.03710210210235,0,300
2025-11-25 22:45:27.501814,98.00362987988012,0,300
2025-11-25 22:45:37.501814,97.99786411411435,1,30
2025-11-25 22:45:47.501814,97.99209834834859,1,30
2025-11-25 22:45:57.501814,97.98633258258282,1,30
2025-11-25 22:46:07.501814,97.98056681681705,1,30
2025-11-25 22:46:17.501814,97.97480105105129,1,30
2025-11-25 22:46:27.501814,97.96903528528553,1,30
2025-11-25 22:46:37.501814,97.9655630630633,0,30
2025-11-25 22:46:47.501814,97.96209084084109,0,30
2025-11-25 22:46:57.501814,97.95861861861887,0,30
2025-11-25 22:47:07.501814,97.95514639639664,0,30
2025-11-25 22:47:17.501814,97.95167417417441,0,30
2025-11-25 22:47:27.501814,97.94820195195221,0,30
2025-11-25 22:47:37.501814,97.94472972972999,0,30
2025-11-25 22:47:47.501814,97.94125750750776,0,30
2025-11-25 22:47:57.501814,97.905491741742,1,300
2025-11-25 22:48:07.501814,97.86972597597624,1,300
2025-11-25 22:48:17.501814,97.83396021021048,1,300
2025-11-25 22:48:27.501814,97.79819444444473,1,300
2025-11-25 22:48:37.501814,97.76242867867897,1,300
2025-11-25 22:48:47.501814,97.72666291291321,1,300
2025-11-25 22:48:57.501814,97.69089714714745,1,300
2025-11-25 22:49:07.501814,97.6551313813817,1,300
2025-11-25 22:49:17.501814,97.61936561561593,1,300
2025-11-25 22:49:27.501814,97.58359984985017,1,300
2025-11-25 22:49:37.501814,97.5478340840844,1,300
2025-11-25 22:49:47.501814,97.51206831831864,1,300
2025-11-25 22:49:57.501814,97.47630255255288,1,300
2025-11-25 22:50:07.501814,97.44053678678712,1,300
2025-11-25 22:50:17.501814,97.40477102102136,1,300
2025-11-25 22:50:27.501814,97.3690052552556,1,300
2025-11-25 22:50:37.501814,97.33323948948984,1,300
2025-11-25 22:50:47.501814,97.2974737237241,1,300
2025-11-25 22:50:57.501814,97.26170795795834,1,300
2025-11-25 22:51:07.501814,97.22594219219258,1,300
2025-11-25 22:51:17.501814,97.19017642642682,1,300
2025-11-25 22:51:27.501814,97.15441066066106,1,300
2025-11-25 22:51:37.501814,97.11864489489528,1,300
2025-11-25 22:51:47.501814,97.11517267267307,0,30
2025-11-25 22:51:57.501814,97.11170045045084,0,30
2025-11-25 22:52:07.501814,97.10822822822863,0,30
2025-11-25 22:52:17.501814,97.10475600600641,0,30
2025-11-25 22:52:27.501814,97.10128378378418,0,30
2025-11-25 22:52:37.501814,97.09781156156197,0,30
2025-11-25 22:52:47.501814,97.09433933933975,0,30
2025-11-25 22:52:57.501814,97.09086711711753,0,30
2025-11-25 22:53:07.501814,97.08739489489531,0,30
2025-11-25 22:53:17.501814,97.0839226726731,0,30
2025-11-25 22:53:27.501814,97.08045045045087,0,30
2025-11-25 22:53:37.501814,97.07697822822865,0,30
2025-11-25 22:53:47.501814,97.07350600600644,0,30
2025-11-25 22:53:57.501814,97.07003378378421,0,30
2025-11-25 22:54:07.501814,97.03656156156198,0,300
2025-11-25 22:54:17.501814,97.00308933933977,0,300
2025-11-25 22:54:27.501814,96.96961711711754,0,300
2025-11-25 22:54:37.501814,96.9361448948953,0,300
2025-11-25 22:54:47.501814,96.90267267267309,0,300
2025-11-25 22:54:57.501814,96.86920045045085,0,300
2025-11-25 22:55:07.501814,96.83572822822862,0,300
2025-11-25 22:55:17.501814,96.8022560060064,0,300
2025-11-25 22:55:27.501814,96.76878378378417,0,300
2025-11-25 22:55:37.501814,96.73531156156194,0,300
2025-11-25 22:55:47.501814,96.70183933933971,0,300
2025-11-25 22:55:57.501814,96.6683671171175,0,300
2025-11-25 22:56:07.501814,96.63489489489527,0,300
2025-11-25 22:56:17.501814,96.6291291291295,1,30
2025-11-25 22:56:27.501814,96.62565690690728,0,30
2025-11-25 22:56:37.501814,96.62218468468507,0,30
2025-11-25 22:56:47.501814,96.61871246246284,0,30
2025-11-25 22:56:57.501814,96.61524024024062,0,30
2025-11-25 22:57:07.501814,96.57947447447486,1,300
2025-11-25 22:57:17.501814,96.54370870870909,1,300
2025-11-25 22:57:27.501814,96.50794294294333,1,300
2025-11-25 22:57:37.501814,96.47217717717757,1,300
2025-11-25 22:57:47.501814,96.43641141141181,1,300
2025-11-25 22:57:57.501814,96.40064564564607,1,300
2025-11-25 22:58:07.501814,96.3648798798803,1,300
2025-11-25 22:58:17.501814,96.33140765765808,0,300
2025-11-25 22:58:27.501814,96.29793543543585,0,300
2025-11-25 22:58:37.501814,96.26446321321363,0,300
2025-11-25 22:58:47.501814,96.23099099099139,0,300
2025-11-25 22:58:57.501814,96.22751876876917,0,30
2025-11-25 22:59:07.501814,96.22404654654694,0,30
2025-11-25 22:59:17.501814,96.22057432432473,0,30
2025-11-25 22:59:27.501814,96.21710210210252,0,30
2025-11-25 22:59:37.501814,96.18362987988029,0,300
2025-11-25 22:59:47.501814,96.15015765765807,0,300
2025-11-25 22:59:57.501814,96.11668543543584,0,300
2025-11-25 23:00:07.501814,96.0832132132136,0,300
2025-11-25 23:00:17.501814,96.04974099099138,0,300
2025-11-25 23:00:27.501814,96.01626876876915,0,300
2025-11-25 23:00:37.501814,95.98279654654692,0,300
2025-11-25 23:00:47.501814,95.9493243243247,0,300
2025-11-25 23:00:57.501814,95.91585210210248,0,300
2025-11-25 23:01:07.501814,95.88237987988025,0,300
2025-11-25 23:01:17.501814,95.84890765765802,0,300
2025-11-25 23:01:27.501814,95.81543543543579,0,300
2025-11-25 23:01:37.501814,95.78196321321356,0,300
2025-11-25 23:01:47.501814,95.74849099099134,0,300
2025-11-25 23:01:57.501814,95.71501876876911,0,300
2025-11-25 23:02:07.501814,95.68154654654688,0,300
2025-11-25 23:02:17.501814,95.64807432432465,0,300
2025-11-25 23:02:27.501814,95.61460210210242,0,300
2025-11-25 23:02:37.501814,95.5811298798802,0,300
2025-11-25 23:02:47.501814,95.54765765765796,0,300
2025-11-25 23:02:57.501814,95.5418918918922,1,30
2025-11-25 23:03:07.501814,95.53612612612645,1,30
2025-11-25 23:03:17.501814,95.53036036036067,1,30
2025-11-25 23:03:27.501814,95.52459459459492,1,30
2025-11-25 23:03:37.501814,95.52112237237269,0,30
2025-11-25 23:03:47.501814,95.51765015015047,0,30
2025-11-25 23:03:57.501814,95.51417792792826,0,30
2025-11-25 23:04:07.501814,95.51070570570603,0,30
2025-11-25 23:04:17.501814,95.50723348348382,0,30
2025-11-25 23:04:27.501814,95.50376126126159,0,30
2025-11-25 23:04:37.501814,95.50028903903937,0,30
2025-11-25 23:04:47.501814,95.49681681681716,0,30
2025-11-25 23:04:57.501814,95.49334459459493,0,30
2025-11-25 23:05:07.501814,95.48987237237272,0,30
2025-11-25 23:05:17.501814,95.4864001501505,0,30
2025-11-25 23:05:27.501814,95.48292792792827,0,30
2025-11-25 23:05:37.501814,95.47945570570606,0,30
2025-11-25 23:05:47.501814,95.44598348348383,0,300
2025-11-25 23:05:57.501814,95.4125112612616,0,300
2025-11-25 23:06:07.501814,95.37903903903937,0,300
2025-11-25 23:06:17.501814,95.34556681681715,0,300
2025-11-25 23:06:27.501814,95.31209459459492,0,300
2025-11-25 23:06:37.501814,95.2786223723727,0,300
2025-11-25 23:06:47.501814,95.24515015015047,0,300
2025-11-25 23:06:57.501814,95.21167792792824,0,300
2025-11-25 23:07:07.501814,95.178205705706,0,300
2025-11-25 23:07:17.501814,95.14473348348379,0,300
2025-11-25 23:07:27.501814,95.11126126126156,0,300
2025-11-25 23:07:37.501814,95.07778903903933,0,300
2025-11-25 23:07:47.501814,95.04431681681712,0,300
2025-11-25 23:07:57.501814,95.01084459459489,0,300
2025-11-25 23:08:07.501814,94.97737237237264,0,300
2025-11-25 23:08:17.501814,94.94390015015043,0,300
2025-11-25 23:08:27.501814,94.9104279279282,0,300
2025-11-25 23:08:37.501814,94.87695570570597,0,300
2025-11-25 23:08:47.501814,94.84348348348375,0,300
2025-11-25 23:08:57.501814,94.81001126126152,0,300
2025-11-25 23:09:07.501814,94.77653903903929,0,300
2025-11-25 23:09:17.501814,94.74306681681706,0,300
2025-11-25 23:09:27.501814,94.70959459459483,0,300
2025-11-25 23:09:37.501814,94.6761223723726,0,300
2025-11-25 23:09:47.501814,94.64265015015037,0,300
2025-11-25 23:09:57.501814,94.60917792792816,0,300
2025-11-25 23:10:07.501814,94.57570570570593,0,300
2025-11-25 23:10:17.501814,94.5422334834837,0,300
2025-11-25 23:10:27.501814,94.50876126126147,0,300
2025-11-25 23:10:37.501814,94.47528903903924,0,300
2025-11-25 23:10:47.501814,94.44181681681701,0,300
2025-11-25 23:10:57.501814,94.4083445945948,0,300
2025-11-25 23:11:07.501814,94.37487237237256,0,300
2025-11-25 23:11:17.501814,94.34140015015033,0,300
2025-11-25 23:11:27.501814,94.30792792792812,0,300
2025-11-25 23:11:37.501814,94.27445570570589,0,300
2025-11-25 23:11:47.501814,94.24098348348366,0,300
2025-11-25 23:11:57.501814,94.20751126126143,0,300
2025-11-25 23:12:07.501814,94.1740390390392,0,300
2025-11-25 23:12:17.501814,94.14056681681697,0,300
2025-11-25 23:12:27.501814,94.10709459459476,0,300
2025-11-25 23:12:37.501814,94.07362237237253,0,300
2025-11-25 23:12:47.501814,94.0401501501503,0,300
2025-11-25 23:12:57.501814,94.00667792792807,0,300
2025-11-25 23:13:07.501814,93.97320570570584,0,300
2025-11-25 23:13:17.501814,93.93973348348361,0,300
2025-11-25 23:13:27.501814,93.90626126126138,0,300
2025-11-25 23:13:37.501814,93.87278903903916,0,300
2025-11-25 23:13:47.501814,93.83931681681693,0,300
2025-11-25 23:13:57.501814,93.8058445945947,0,300
2025-11-25 23:14:07.501814,93.77237237237249,0,300
2025-11-25 23:14:17.501814,93.76660660660671,1,30
2025-11-25 23:14:27.501814,93.76084084084094,1,30
2025-11-25 23:14:37.501814,93.75736861861873,0,30
2025-11-25 23:14:47.501814,93.75389639639651,0,30
2025-11-25 23:14:57.501814,93.75042417417428,0,30
2025-11-25 23:15:07.501814,93.74695195195207,0,30
2025-11-25 23:15:17.501814,93.74347972972986,0,30
2025-11-25 23:15:27.501814,93.74000750750763,0,30
2025-11-25 23:15:37.501814,93.7365352852854,0,30
2025-11-25 23:15:47.501814,93.7330630630632,0,30
2025-11-25 23:15:57.501814,93.72959084084097,0,30
2025-11-25 23:16:07.501814,93.72611861861874,0,30
2025-11-25 23:16:17.501814,93.72264639639654,0,30
2025-11-25 23:16:27.501814,93.71917417417431,0,30
2025-11-25 23:16:37.501814,93.71570195195208,0,30
2025-11-25 23:16:47.501814,93.71222972972988,0,30
2025-11-25 23:16:57.501814,93.70875750750766,0,30
2025-11-25 23:17:07.501814,93.70528528528543,0,30
2025-11-25 23:17:17.501814,93.70181306306321,0,30
2025-11-25 23:17:27.501814,93.698340840841,0,30
2025-11-25 23:17:37.501814,93.69486861861877,0,30
2025-11-25 23:17:47.501814,93.69139639639656,0,30
2025-11-25 23:17:57.501814,93.68792417417434,0,30
2025-11-25 23:18:07.501814,93.68445195195211,0,30
2025-11-25 23:18:17.501814,93.6809797297299,0,30
2025-11-25 23:18:27.501814,93.67750750750767,0,30
2025-11-25 23:18:37.501814,93.67403528528546,0,30
2025-11-25 23:18:47.501814,93.67056306306324,0,30
2025-11-25 23:18:57.501814,93.66709084084101,0,30
2025-11-25 23:19:07.501814,93.6336186186188,0,300
2025-11-25 23:19:17.501814,93.60014639639657,0,300
2025-11-25 23:19:27.501814,93.56667417417434,0,300
2025-11-25 23:19:37.501814,93.53320195195212,0,300
2025-11-25 23:19:47.501814,93.49972972972989,0,300
2025-11-25 23:19:57.501814,93.46625750750765,0,300
2025-11-25 23:20:07.501814,93.43278528528543,0,300
2025-11-25 23:20:17.501814,93.3993130630632,0,300
2025-11-25 23:20:27.501814,93.36584084084097,0,300
2025-11-25 23:20:37.501814,93.33236861861876,0,300
2025-11-25 23:20:47.501814,93.29889639639653,0,300
2025-11-25 23:20:57.501814,93.2654241741743,0,300
2025-11-25 23:21:07.501814,93.23195195195207,0,300
2025-11-25 23:21:17.501814,93.19847972972984,0,300
2025-11-25 23:21:27.501814,93.16500750750761,0,300
2025-11-25 23:21:37.501814,93.13153528528538,0,300
2025-11-25 23:21:47.501814,93.09806306306317,0,300
2025-11-25 23:21:57.501814,93.06459084084094,0,300
2025-11-25 23:22:07.501814,93.0311186186187,0,300
2025-11-25 23:22:17.501814,92.99764639639648,0,300
2025-11-25 23:22:27.501814,92.96417417417425,0,300
2025-11-25 23:22:37.501814,92.93070195195202,0,300
2025-11-25 23:22:47.501814,92.8972297297298,0,300
2025-11-25 23:22:57.501814,92.86375750750757,0,300
2025-11-25 23:23:07.501814,92.83028528528534,0,300
2025-11-25 23:23:17.501814,92.79681306306313,0,300
2025-11-25 23:23:27.501814,92.7633408408409,0,300
2025-11-25 23:23:37.501814,92.72986861861867,0,300
2025-11-25 23:23:47.501814,92.69639639639644,0,300
2025-11-25 23:23:57.501814,92.66292417417421,0,300
2025-11-25 23:24:07.501814,92.62945195195198,0,300
2025-11-25 23:24:17.501814,92.59597972972976,0,300
2025-11-25 23:24:27.501814,92.56250750750753,0,300
2025-11-25 23:24:37.501814,92.5290352852853,0,300
2025-11-25 23:24:47.501814,92.49556306306307,0,300
2025-11-25 23:24:57.501814,92.46209084084084,0,300
2025-11-25 23:25:07.501814,92.42861861861861,0,300
2025-11-25 23:25:17.501814,92.39514639639638,0,300
2025-11-25 23:25:27.501814,92.36167417417417,0,300
2025-11-25 23:25:37.501814,92.32820195195194,0,300
2025-11-25 23:25:47.501814,92.29472972972971,0,300
2025-11-25 23:25:57.501814,92.2612575075075,0,300
2025-11-25 23:26:07.501814,92.22778528528525,0,300
2025-11-25 23:26:17.501814,92.19431306306302,0,300
2025-11-25 23:26:27.501814,92.1608408408408,0,300
2025-11-25 23:26:37.501814,92.12736861861858,0,300
2025-11-25 23:26:47.501814,92.09389639639635,0,300
2025-11-25 23:26:57.501814,92.06042417417413,0,300
2025-11-25 23:27:07.501814,92.0269519519519,0,300
2025-11-25 23:27:17.501814,91.99347972972967,0,300
2025-11-25 23:27:27.501814,91.9877139639639,1,30
2025-11-25 23:27:37.501814,91.98194819819814,1,30
2025-11-25 23:27:47.501814,91.97618243243238,1,30
2025-11-25 23:27:57.501814,91.97041666666661,1,30
2025-11-25 23:28:07.501814,91.96465090090084,1,30
2025-11-25 23:28:17.501814,91.95888513513508,1,30
2025-11-25 23:28:27.501814,91.9531193693693,1,30
2025-11-25 23:28:37.501814,91.94964714714709,0,30
2025-11-25 23:28:47.501814,91.94617492492488,0,30
2025-11-25 23:28:57.501814,91.94270270270265,0,30
2025-11-25 23:29:07.501814,91.93923048048043,0,30
2025-11-25 23:29:17.501814,91.90346471471467,1,300
2025-11-25 23:29:27.501814,91.86769894894891,1,300
2025-11-25 23:29:37.501814,91.83193318318314,1,300
2025-11-25 23:29:47.501814,91.79846096096092,0,300
2025-11-25 23:29:57.501814,91.7649887387387,0,300
2025-11-25 23:30:07.501814,91.73151651651646,0,300
2025-11-25 23:30:17.501814,91.69804429429425,0,300
2025-11-25 23:30:27.501814,91.66457207207202,0,300
2025-11-25 23:30:37.501814,91.63109984984979,0,300
2025-11-25 23:30:47.501814,91.59762762762756,0,300
2025-11-25 23:30:57.501814,91.59415540540535,0,30
2025-11-25 23:31:07.501814,91.59068318318312,0,30
2025-11-25 23:31:17.501814,91.5872109609609,0,30
2025-11-25 23:31:27.501814,91.55144519519514,1,300
2025-11-25 23:31:37.501814,91.51797297297291,0,300
2025-11-25 23:31:47.501814,91.48450075075068,0,300
2025-11-25 23:31:57.501814,91.45102852852845,0,300
2025-11-25 23:32:07.501814,91.41755630630624,0,300
2025-11-25 23:32:17.501814,91.38408408408401,0,300
2025-11-25 23:32:27.501814,91.35061186186178,0,300
2025-11-25 23:32:37.501814,91.34713963963956,0,30
2025-11-25 23:32:47.501814,91.34366741741734,0,30
2025-11-25 23:32:57.501814,91.34019519519512,0,30
2025-11-25 23:33:07.501814,91.33672297297291,0,30
2025-11-25 23:33:17.501814,91.33325075075068,0,30
2025-11-25 23:33:27.501814,91.32748498498492,1,30
2025-11-25 23:33:37.501814,91.32171921921916,1,30
2025-11-25 23:33:47.501814,91.31595345345337,1,30
2025-11-25 23:33:57.501814,91.31018768768762,1,30
2025-11-25 23:34:07.501814,91.30442192192186,1,30
2025-11-25 23:34:17.501814,91.29865615615608,1,30
2025-11-25 23:34:27.501814,91.29518393393387,0,30
2025-11-25 23:34:37.501814,91.29171171171164,0,30
2025-11-25 23:34:47.501814,91.28823948948943,0,30
2025-11-25 23:34:57.501814,91.28476726726721,0,30
2025-11-25 23:35:07.501814,91.28129504504498,0,30
2025-11-25 23:35:17.501814,91.27782282282277,0,30
2025-11-25 23:35:27.501814,91.27435060060056,0,30
2025-11-25 23:35:37.501814,91.27087837837833,0,30
2025-11-25 23:35:47.501814,91.2674061561561,0,30
2025-11-25 23:35:57.501814,91.2639339339339,0,30
2025-11-25 23:36:07.501814,91.26046171171167,0,30
2025-11-25 23:36:17.501814,91.25698948948944,0,30
2025-11-25 23:36:27.501814,91.25351726726724,0,30
2025-11-25 23:36:37.501814,91.22004504504501,0,300
2025-11-25 23:36:47.501814,91.18657282282278,0,300
2025-11-25 23:36:57.501814,91.15310060060055,0,300
2025-11-25 23:37:07.501814,91.11962837837832,0,300
2025-11-25 23:37:17.501814,91.0861561561561,0,300
2025-11-25 23:37:27.501814,91.05268393393388,0,300
2025-11-25 23:37:37.501814,91.01921171171165,0,300
2025-11-25 23:37:47.501814,90.98573948948942,0,300
2025-11-25 23:37:57.501814,90.95226726726719,0,300
2025-11-25 23:38:07.501814,90.91879504504496,0,300
2025-11-25 23:38:17.501814,90.88532282282273,0,300
2025-11-25 23:38:27.501814,90.87955705705697,1,30
2025-11-25 23:38:37.501814,90.87379129129121,1,30
2025-11-25 23:38:47.501814,90.86802552552544,1,30
2025-11-25 23:38:57.501814,90.86455330330323,0,30
2025-11-25 23:39:07.501814,90.861081081081,0,30
2025-11-25 23:39:17.501814,90.85760885885877,0,30
