timestamp,node_id,battery_voltage,battery_pct,wake_reason,sensor0,sensor1,tx_attempts,tx_success,sleep_duration_s,active_duration_s,rssi
2025-11-25T23:35:27.501814,node02,4.2,99.96,scheduled,19.03,0.0,0,0,120,0.62,-79
2025-11-25T23:36:27.501814,node03,4.2,99.97,scheduled,20.81,0.0,0,0,60,0.75,-79
2025-11-25T23:36:37.501814,node01,4.2,99.96,scheduled,20.23,0.0,0,0,300,1.24,-84
2025-11-25T23:37:37.501814,node02,4.2,99.96,scheduled,20.79,0.0,0,0,30,0.84,-73
2025-11-25T23:37:37.501814,node03,4.2,99.97,scheduled,19.75,0.0,0,0,60,1.53,-72
2025-11-25T23:38:17.501814,node02,4.2,99.96,scheduled,19.84,0.0,0,0,60,0.71,-70
2025-11-25T23:38:47.501814,node03,4.2,99.97,event,20.08,1.0,2,2,300,1.36,-81
2025-11-25T23:39:27.501814,node02,4.2,99.95,scheduled,19.98,0.0,0,0,300,1.09,-80
2025-11-25T23:41:47.501814,node01,4.2,99.96,event,19.76,1.0,1,1,30,3.24,-64
2025-11-25T23:42:27.501814,node01,4.2,99.96,scheduled,20.32,0.0,0,0,30,1.55,-82
2025-11-25T23:43:07.501814,node01,4.2,99.96,scheduled,20.32,0.0,0,0,300,1.43,-79
2025-11-25T23:43:57.501814,node03,4.2,99.96,event,20.95,1.0,3,2,120,3.14,-74
2025-11-25T23:44:37.501814,node02,4.2,99.95,scheduled,18.95,0.0,0,0,300,0.41,-83
2025-11-25T23:46:07.501814,node03,4.2,99.96,scheduled,20.62,0.0,0,0,30,0.44,-84
2025-11-25T23:46:47.501814,node03,4.2,99.96,scheduled,20.47,0.0,0,0,60,0.51,-86
2025-11-25T23:47:57.501814,node03,4.2,99.96,scheduled,19.7,0.0,0,0,300,1.23,-83
2025-11-25T23:48:17.501814,node01,4.2,99.96,event,20.44,1.0,2,2,120,2.26,-82
2025-11-25T23:49:47.501814,node02,4.2,99.95,scheduled,20.36,0.0,0,0,300,1.27,-78
2025-11-25T23:50:27.501814,node01,4.2,99.96,scheduled,19.56,0.0,0,0,120,0.76,-74
2025-11-25T23:52:37.501814,node01,4.2,99.95,scheduled,20.22,0.0,0,0,30,1.15,-80
2025-11-25T23:53:07.501814,node03,4.2,99.96,scheduled,20.45,0.0,0,0,60,1.59,-86
2025-11-25T23:53:17.501814,node01,4.2,99.95,event,20.25,1.0,2,2,120,3.64,-75
2025-11-25T23:54:17.501814,node03,4.2,99.96,scheduled,19.94,0.0,0,0,60,1.03,-80
2025-11-25T23:54:57.501814,node02,4.2,99.95,scheduled,19.89,0.0,0,0,60,0.98,-86
2025-11-25T23:55:27.501814,node01,4.2,99.95,scheduled,19.04,0.0,0,0,30,1.18,-91
2025-11-25T23:55:27.501814,node03,4.2,99.96,scheduled,20.16,0.0,0,0,120,0.68,-75
2025-11-25T23:56:07.501814,node01,4.2,99.95,scheduled,19.08,0.0,0,0,60,0.52,-84
2025-11-25T23:56:07.501814,node02,4.2,99.95,scheduled,20.55,0.0,0,0,120,0.45,-77
2025-11-25T23:57:17.501814,node01,4.2,99.95,scheduled,20.81,0.0,0,0,120,0.59,-86
2025-11-25T23:57:37.501814,node03,4.2,99.95,event,19.41,1.0,2,2,300,1.04,-80
2025-11-25T23:58:17.501814,node02,4.2,99.95,scheduled,19.93,0.0,0,0,300,1.43,-82
2025-11-25T23:59:27.501814,node01,4.2,99.95,scheduled,20.11,0.0,0,0,120,1.16,-83
2025-11-26T00:01:37.501814,node01,4.2,99.95,scheduled,20.17,0.0,0,0,300,0.46,-66
2025-11-26T00:02:47.501814,node03,4.2,99.95,scheduled,20.21,0.0,0,0,120,0.8,-85
2025-11-26T00:03:27.501814,node02,4.2,99.95,scheduled,20.94,0.0,0,0,30,0.66,-79
2025-11-26T00:04:07.501814,node02,4.2,99.95,scheduled,19.89,0.0,0,0,30,1.33,-82
2025-11-26T00:04:47.501814,node02,4.2,99.95,scheduled,20.27,0.0,0,0,60,1.14,-79
2025-11-26T00:04:57.501814,node03,4.2,99.95,scheduled,19.75,0.0,0,0,120,1.06,-75
2025-11-26T00:05:57.501814,node02,4.2,99.95,scheduled,19.92,0.0,0,0,120,0.6,-77
2025-11-26T00:06:47.501814,node01,4.2,99.95,scheduled,20.62,0.0,0,0,120,0.56,-78
2025-11-26T00:07:07.501814,node03,4.2,99.95,scheduled,20.27,0.0,0,0,30,1.32,-78
2025-11-26T00:07:47.501814,node03,4.2,99.95,scheduled,19.91,0.0,0,0,60,0.75,-70
2025-11-26T00:08:07.501814,node02,4.2,99.95,scheduled,19.1,0.0,0,0,300,1.25,-86
2025-11-26T00:08:57.501814,node01,4.199,99.94,event,19.46,1.0,3,3,60,3.84,-76
2025-11-26T00:08:57.501814,node03,4.2,99.95,scheduled,19.09,0.0,0,0,60,0.99,-91
2025-11-26T00:10:07.501814,node01,4.199,99.94,scheduled,20.65,0.0,0,0,30,1.52,-78
2025-11-26T00:10:07.501814,node03,4.2,99.95,scheduled,20.46,0.0,0,0,30,0.59,-82
2025-11-26T00:10:47.501814,node01,4.199,99.94,scheduled,20.29,0.0,0,0,300,0.52,-75
2025-11-26T00:10:47.501814,node03,4.2,99.95,event,21.4,1.0,3,2,60,1.72,-71
2025-11-26T00:11:57.501814,node03,4.2,99.95,scheduled,19.53,0.0,0,0,300,0.87,-63
2025-11-26T00:13:17.501814,node02,4.2,99.95,scheduled,19.54,0.0,0,0,300,0.64,-77
2025-11-26T00:15:57.501814,node01,4.199,99.94,scheduled,20.2,0.0,0,0,60,0.68,-93
2025-11-26T00:17:07.501814,node01,4.199,99.94,scheduled,20.59,0.0,0,0,120,0.43,-91
2025-11-26T00:17:07.501814,node03,4.2,99.95,scheduled,20.6,0.0,0,0,30,1.58,-78
2025-11-26T00:17:47.501814,node03,4.2,99.95,scheduled,19.64,0.0,0,0,300,1.3,-82
2025-11-26T00:18:27.501814,node02,4.2,99.95,scheduled,20.98,0.0,0,0,60,1.03,-85
2025-11-26T00:19:17.501814,node01,4.199,99.94,scheduled,19.57,0.0,0,0,60,1.28,-75
2025-11-26T00:19:37.501814,node02,4.2,99.95,scheduled,20.45,0.0,0,0,30,1.44,-82
2025-11-26T00:20:17.501814,node02,4.2,99.95,scheduled,19.95,0.0,0,0,120,1.15,-79
2025-11-26T00:20:27.501814,node01,4.199,99.94,scheduled,20.27,0.0,0,0,300,1.45,-82
2025-11-26T00:22:27.501814,node02,4.2,99.95,scheduled,19.69,0.0,0,0,300,0.87,-89
2025-11-26T00:22:57.501814,node03,4.2,99.95,scheduled,20.3,0.0,0,0,300,0.59,-80
2025-11-26T00:25:37.501814,node01,4.199,99.94,scheduled,20.44,0.0,0,0,60,0.77,-86
2025-11-26T00:26:47.501814,node01,4.199,99.94,scheduled,19.95,0.0,0,0,30,0.73,-85
2025-11-26T00:27:27.501814,node01,4.199,99.94,scheduled,20.09,0.0,0,0,120,0.88,-71
2025-11-26T00:27:37.501814,node02,4.2,99.95,scheduled,20.64,0.0,0,0,30,0.52,-79
2025-11-26T00:28:07.501814,node03,4.2,99.95,scheduled,20.34,0.0,0,0,30,0.72,-80
2025-11-26T00:28:17.501814,node02,4.2,99.95,event,20.79,1.0,1,1,30,1.11,-84
2025-11-26T00:28:47.501814,node03,4.199,99.94,event,19.68,1.0,3,1,300,2.93,-74
2025-11-26T00:28:57.501814,node02,4.199,99.94,event,19.71,1.0,2,2,120,3.1,-82
2025-11-26T00:29:37.501814,node01,4.199,99.94,scheduled,21.22,0.0,0,0,120,0.61,-69
2025-11-26T00:31:07.501814,node02,4.199,99.94,event,20.18,1.0,3,3,120,2.28,-82
2025-11-26T00:31:47.501814,node01,4.199,99.93,event,19.85,1.0,2,2,30,3.95,-83
2025-11-26T00:32:27.501814,node01,4.199,99.93,event,19.68,1.0,2,1,60,3.82,-77
2025-11-26T00:33:17.501814,node02,4.199,99.93,event,19.96,1.0,3,3,60,2.06,-84
2025-11-26T00:33:37.501814,node01,4.199,99.93,scheduled,19.71,0.0,0,0,120,0.55,-86
2025-11-26T00:33:57.501814,node03,4.199,99.94,event,20.47,1.0,1,1,120,1.26,-74
2025-11-26T00:34:27.501814,node02,4.199,99.93,scheduled,20.58,0.0,0,0,30,1.55,-76
2025-11-26T00:35:07.501814,node02,4.199,99.93,scheduled,19.94,0.0,0,0,120,1.21,-78
2025-11-26T00:35:47.501814,node01,4.199,99.93,scheduled,20.02,0.0,0,0,60,1.24,-84
2025-11-26T00:36:07.501814,node03,4.199,99.94,scheduled,20.77,0.0,0,0,60,0.86,-74
2025-11-26T00:36:57.501814,node01,4.199,99.92,event,19.99,1.0,3,3,300,2.71,-85
2025-11-26T00:37:17.501814,node02,4.199,99.93,scheduled,20.07,0.0,0,0,120,0.78,-81
2025-11-26T00:37:17.501814,node03,4.199,99.94,scheduled,20.11,0.0,0,0,30,1.4,-85
2025-11-26T00:37:57.501814,node03,4.199,99.93,event,20.16,1.0,2,2,300,3.39,-86
2025-11-26T00:39:27.501814,node02,4.199,99.92,event,20.8,1.0,3,3,120,3.71,-82
2025-11-26T00:41:37.501814,node02,4.199,99.92,scheduled,21.08,0.0,0,0,60,0.6,-78
2025-11-26T00:42:07.501814,node01,4.199,99.92,scheduled,19.9,0.0,0,0,60,0.93,-83
2025-11-26T00:42:47.501814,node02,4.199,99.92,scheduled,20.7,0.0,0,0,300,0.59,-86
2025-11-26T00:43:07.501814,node03,4.199,99.93,scheduled,19.74,0.0,0,0,30,1.15,-70
2025-11-26T00:43:17.501814,node01,4.199,99.92,scheduled,20.59,0.0,0,0,30,1.28,-94
2025-11-26T00:43:47.501814,node03,4.199,99.93,scheduled,20.48,0.0,0,0,30,1.5,-81
2025-11-26T00:43:57.501814,node01,4.199,99.92,scheduled,19.9,0.0,0,0,60,0.51,-87
2025-11-26T00:44:27.501814,node03,4.199,99.93,event,20.93,1.0,2,2,30,1.76,-75
2025-11-26T00:45:07.501814,node01,4.199,99.92,scheduled,20.31,0.0,0,0,60,0.43,-76
2025-11-26T00:45:07.501814,node03,4.199,99.93,scheduled,20.13,0.0,0,0,60,1.3,-80
2025-11-26T00:46:17.501814,node01,4.199,99.92,scheduled,19.61,0.0,0,0,60,0.95,-86
2025-11-26T00:46:17.501814,node03,4.199,99.93,scheduled,20.57,0.0,0,0,300,0.95,-79
2025-11-26T00:47:27.501814,node01,4.199,99.92,scheduled,19.89,0.0,0,0,30,0.58,-75
2025-11-26T00:47:57.501814,node02,4.199,99.92,scheduled,19.89,0.0,0,0,120,1.16,-82
2025-11-26T00:48:07.501814,node01,4.199,99.92,scheduled,20.93,0.0,0,0,60,1.33,-89
2025-11-26T00:49:17.501814,node01,4.199,99.92,event,20.86,1.0,1,1,300,3.55,-81
2025-11-26T00:50:07.501814,node02,4.199,99.92,scheduled,20.24,0.0,0,0,60,1.58,-80
2025-11-26T00:51:17.501814,node02,4.199,99.92,event,20.19,0.0,1,1,120,3.24,-83
2025-11-26T00:51:27.501814,node03,4.199,99.93,scheduled,21.45,0.0,0,0,120,0.65,-86
2025-11-26T00:53:27.501814,node02,4.199,99.92,event,20.37,1.0,1,1,30,2.51,-84
2025-11-26T00:53:37.501814,node03,4.199,99.92,event,19.97,1.0,2,2,60,1.14,-92
2025-11-26T00:54:07.501814,node02,4.199,99.92,scheduled,20.12,0.0,0,0,120,1.03,-87
2025-11-26T00:54:27.501814,node01,4.199,99.92,scheduled,20.95,0.0,0,0,300,1.54,-80
2025-11-26T00:54:47.501814,node03,4.199,99.92,scheduled,19.38,0.0,0,0,300,0.75,-76
2025-11-26T00:56:17.501814,node02,4.199,99.92,scheduled,20.89,0.0,0,0,30,1.21,-76
2025-11-26T00:56:57.501814,node02,4.199,99.92,scheduled,20.08,0.0,0,0,60,0.53,-79
2025-11-26T00:58:07.501814,node02,4.199,99.92,scheduled,20.18,0.0,0,0,300,0.87,-75
2025-11-26T00:59:37.501814,node01,4.199,99.92,scheduled,20.17,0.0,0,0,300,1.4,-86
2025-11-26T00:59:57.501814,node03,4.199,99.92,event,19.91,1.0,3,3,30,1.09,-82
2025-11-26T01:00:37.501814,node03,4.199,99.91,scheduled,19.53,0.0,0,0,300,1.58,-85
2025-11-26T01:03:17.501814,node02,4.199,99.92,scheduled,19.7,0.0,0,0,120,1.5,-97
2025-11-26T01:04:47.501814,node01,4.199,99.92,scheduled,20.26,0.0,0,0,60,0.71,-86
2025-11-26T01:05:27.501814,node02,4.199,99.92,scheduled,20.88,0.0,0,0,60,0.58,-83
2025-11-26T01:05:47.501814,node03,4.199,99.91,event,20.74,1.0,3,2,30,3.74,-76
2025-11-26T01:05:57.501814,node01,4.199,99.92,scheduled,20.14,0.0,0,0,60,0.98,-69
2025-11-26T01:06:27.501814,node03,4.199,99.91,scheduled,19.59,0.0,0,0,120,1.46,-86
2025-11-26T01:06:37.501814,node02,4.199,99.91,scheduled,20.64,0.0,0,0,300,1.27,-83
2025-11-26T01:07:07.501814,node01,4.199,99.92,scheduled,20.65,0.0,0,0,120,0.73,-77
2025-11-26T01:08:37.501814,node03,4.199,99.91,event,19.65,1.0,1,1,120,2.03,-75
2025-11-26T01:09:17.501814,node01,4.199,99.92,scheduled,20.54,0.0,0,0,60,0.86,-78
2025-11-26T01:10:27.501814,node01,4.199,99.92,scheduled,20.77,0.0,0,0,300,1.05,-77
2025-11-26T01:10:47.501814,node03,4.199,99.9,scheduled,19.27,0.0,0,0,120,0.59,-72
2025-11-26T01:11:47.501814,node02,4.199,99.91,scheduled,20.73,0.0,0,0,60,0.76,-79
2025-11-26T01:12:57.501814,node02,4.199,99.91,scheduled,19.69,0.0,0,0,120,0.85,-76
2025-11-26T01:12:57.501814,node03,4.199,99.9,scheduled,20.27,0.0,0,0,30,0.68,-82
2025-11-26T01:13:37.501814,node03,4.199,99.9,scheduled,21.25,0.0,0,0,120,0.87,-83
2025-11-26T01:15:07.501814,node02,4.199,99.91,scheduled,20.32,0.0,0,0,120,1.47,-75
2025-11-26T01:15:37.501814,node01,4.199,99.91,event,20.55,1.0,2,2,300,1.06,-85
2025-11-26T01:15:47.501814,node03,4.199,99.9,scheduled,19.79,0.0,0,0,120,0.69,-85
2025-11-26T01:17:17.501814,node02,4.199,99.91,scheduled,20.73,0.0,0,0,300,0.79,-75
2025-11-26T01:17:57.501814,node03,4.199,99.9,scheduled,19.9,0.0,0,0,60,0.63,-82
2025-11-26T01:19:07.501814,node03,4.199,99.9,scheduled,20.34,0.0,0,0,60,0.71,-82
2025-11-26T01:20:17.501814,node03,4.199,99.9,scheduled,20.09,0.0,0,0,60,1.14,-92
2025-11-26T01:20:47.501814,node01,4.199,99.91,scheduled,21.05,0.0,0,0,60,0.9,-91
2025-11-26T01:21:27.501814,node03,4.199,99.9,event,20.34,1.0,3,2,300,1.01,-72
2025-11-26T01:21:57.501814,node01,4.199,99.91,scheduled,20.23,0.0,0,0,300,0.87,-73
2025-11-26T01:22:27.501814,node02,4.199,99.91,event,20.19,1.0,1,1,120,3.56,-74
2025-11-26T01:24:37.501814,node02,4.199,99.91,scheduled,20.83,0.0,0,0,300,1.54,-73
2025-11-26T01:26:37.501814,node03,4.199,99.9,scheduled,19.95,0.0,0,0,300,1.16,-83
2025-11-26T01:27:07.501814,node01,4.199,99.91,scheduled,20.92,0.0,0,0,30,1.58,-91
2025-11-26T01:27:47.501814,node01,4.199,99.91,scheduled,19.7,0.0,0,0,300,0.5,-84
2025-11-26T01:29:47.501814,node02,4.199,99.91,scheduled,20.84,0.0,0,0,120,0.54,-76
2025-11-26T01:31:47.501814,node03,4.199,99.89,event,19.47,1.0,2,2,300,3.25,-74
